group,text,label
topic:How to diagnose Childhood Cent,how to diagnose childhood central nervous system germ cell tumors ?,RETRIEVE_KNOWLEDGE
topic:What are the symptoms of Platy,what are the symptoms of platyspondylic lethal skeletal dysplasia torrance type ?,RETRIEVE_KNOWLEDGE
topic:Diabetic Neuropathy,what is (are) diabetic neuropathy ?,RETRIEVE_KNOWLEDGE
topic:Lynch syndrome,is lynch syndrome inherited ?,RETRIEVE_KNOWLEDGE
topic:Fallopian tube cancer,what is (are) fallopian tube cancer ?,RETRIEVE_KNOWLEDGE
topic:What are the symptoms of Osteo,what are the symptoms of osteosclerosis with ichthyosis and premature ovarian failure ?,RETRIEVE_KNOWLEDGE
topic:Is Nonspherocytic hemolytic an,is nonspherocytic hemolytic anemia due to hexokinase deficiency inherited ?,RETRIEVE_KNOWLEDGE
topic:Diverticular Disease,who is at risk for diverticular disease? ?,RETRIEVE_KNOWLEDGE
topic:Causes of Diabetes,what causes causes of diabetes ?,RETRIEVE_KNOWLEDGE
topic:Rectal Cancer,what are the treatments for rectal cancer ?,RETRIEVE_KNOWLEDGE
topic:infantile neuroaxonal dystrophy,how many people are affected by infantile neuroaxonal dystrophy ?,RETRIEVE_KNOWLEDGE
topic:What are the treatments for fa,what are the treatments for familial thoracic aortic aneurysm and dissection ?,RETRIEVE_KNOWLEDGE
topic:WAGR syndrome,is wagr syndrome inherited ?,RETRIEVE_KNOWLEDGE
topic:nonsyndromic aplasia cutis congenita,how many people are affected by nonsyndromic aplasia cutis congenita ?,RETRIEVE_KNOWLEDGE
topic:MYH-associated polyposis,what is (are) myh-associated polyposis ?,RETRIEVE_KNOWLEDGE
topic:Herpes Zoster Oticus,what is the outlook for herpes zoster oticus ?,RETRIEVE_KNOWLEDGE
topic:Preconception Care,do you have information about preconception care,RETRIEVE_KNOWLEDGE
topic:Heart Failure,what causes heart failure ?,RETRIEVE_KNOWLEDGE
topic:What is (are) medium-chain acy,what is (are) medium-chain acyl-coa dehydrogenase deficiency ?,RETRIEVE_KNOWLEDGE
topic:What are the symptoms of Spond,what are the symptoms of spondylometaphyseal dysplasia with cone-rod dystrophy ?,RETRIEVE_KNOWLEDGE
topic:Duchenne muscular dystrophy,what are the treatments for duchenne muscular dystrophy ?,RETRIEVE_KNOWLEDGE
topic:osteopetrosis,is osteopetrosis inherited ?,RETRIEVE_KNOWLEDGE
topic:porphyria,what is (are) porphyria ?,RETRIEVE_KNOWLEDGE
topic:What are the treatments for co,"what are the treatments for congenital cataracts, facial dysmorphism, and neuropathy ?",RETRIEVE_KNOWLEDGE
topic:Problems with Taste,what causes problems with taste ?,RETRIEVE_KNOWLEDGE
topic:Polycythemia Vera,what are the treatments for polycythemia vera ?,RETRIEVE_KNOWLEDGE
topic:What is (are) fragile X-associ,what is (are) fragile x-associated primary ovarian insufficiency ?,RETRIEVE_KNOWLEDGE
topic:cleidocranial dysplasia,is cleidocranial dysplasia inherited ?,RETRIEVE_KNOWLEDGE
topic:Lymphocytic infiltrate of Jessner,what are the treatments for lymphocytic infiltrate of jessner ?,RETRIEVE_KNOWLEDGE
topic:pyruvate kinase deficiency,what are the genetic changes related to pyruvate kinase deficiency ?,RETRIEVE_KNOWLEDGE
topic:Lambert Eaton myasthenic syndrome,what causes lambert eaton myasthenic syndrome ?,RETRIEVE_KNOWLEDGE
topic:Oral Cavity and Oropharyngeal Cancer,who is at risk for oral cavity and oropharyngeal cancer? ?,RETRIEVE_KNOWLEDGE
topic:Primary Biliary Cirrhosis,how to diagnose primary biliary cirrhosis ?,RETRIEVE_KNOWLEDGE
"topic:What is (are) neuropathy, atax","what is (are) neuropathy, ataxia, and retinitis pigmentosa ?",RETRIEVE_KNOWLEDGE
topic:benign familial neonatal seizures,how many people are affected by benign familial neonatal seizures ?,RETRIEVE_KNOWLEDGE
topic:Ulcerative Colitis,what are the symptoms of ulcerative colitis ?,RETRIEVE_KNOWLEDGE
topic:What are the symptoms of Punct,what are the symptoms of punctate palmoplantar keratoderma type i ?,RETRIEVE_KNOWLEDGE
topic:Childhood hypophosphatasia,what are the symptoms of childhood hypophosphatasia ?,RETRIEVE_KNOWLEDGE
topic:Autoimmune hepatitis,what is (are) autoimmune hepatitis ?,RETRIEVE_KNOWLEDGE
"topic:Macular dystrophy, concentric annular","what are the symptoms of macular dystrophy, concentric annular ?",RETRIEVE_KNOWLEDGE
topic:Primary carnitine deficiency,what are the treatments for primary carnitine deficiency ?,RETRIEVE_KNOWLEDGE
topic:Floating-Harbor syndrome,what causes floating-harbor syndrome ?,RETRIEVE_KNOWLEDGE
topic:Leber congenital amaurosis 1,what are the symptoms of leber congenital amaurosis 1 ?,RETRIEVE_KNOWLEDGE
topic:Meier-Gorlin syndrome,what is (are) meier-gorlin syndrome ?,RETRIEVE_KNOWLEDGE
topic:Nail Diseases,what is (are) nail diseases ?,RETRIEVE_KNOWLEDGE
topic:Noonan syndrome 4,what are the treatments for noonan syndrome 4 ?,RETRIEVE_KNOWLEDGE
topic:Small Cell Lung Cancer,what research (or clinical trials) is being done for small cell lung cancer ?,RETRIEVE_KNOWLEDGE
topic:What are the treatments for PM,what are the treatments for pmm2-congenital disorder of glycosylation ?,RETRIEVE_KNOWLEDGE
topic:What are the symptoms of Metac,what are the symptoms of metachromatic leukodystrophy due to saposin b deficiency ?,RETRIEVE_KNOWLEDGE
topic:lacrimo-auriculo-dento-digital syndrome,what are the treatments for lacrimo-auriculo-dento-digital syndrome ?,RETRIEVE_KNOWLEDGE
topic:Prune belly syndrome,what is (are) prune belly syndrome ?,RETRIEVE_KNOWLEDGE
topic:Fowler's syndrome,what is (are) fowler's syndrome ?,RETRIEVE_KNOWLEDGE
topic:Florid cemento-osseous dysplasia,what are the treatments for florid cemento-osseous dysplasia ?,RETRIEVE_KNOWLEDGE
topic:spondylocostal dysostosis,how many people are affected by spondylocostal dysostosis ?,RETRIEVE_KNOWLEDGE
topic:Cardiomyopathy,what is (are) cardiomyopathy ?,RETRIEVE_KNOWLEDGE
topic:Hypertonia,what research (or clinical trials) is being done for hypertonia ?,RETRIEVE_KNOWLEDGE
topic:What is (are) frontotemporal d,what is (are) frontotemporal dementia with parkinsonism-17 ?,RETRIEVE_KNOWLEDGE
topic:Hemochromatosis type 4,what are the symptoms of hemochromatosis type 4 ?,RETRIEVE_KNOWLEDGE
topic:Childhood Nephrotic Syndrome,how to diagnose childhood nephrotic syndrome ?,RETRIEVE_KNOWLEDGE
topic:Peripheral Artery Disease,who is at risk for peripheral artery disease? ?,RETRIEVE_KNOWLEDGE
topic:Nutrition for Seniors,do you have information about nutrition for seniors,RETRIEVE_KNOWLEDGE
topic:Osteoporosis,what is (are) osteoporosis ?,RETRIEVE_KNOWLEDGE
topic:Annular pancreas,what are the symptoms of annular pancreas ?,RETRIEVE_KNOWLEDGE
topic:How to diagnose Parasites - En,how to diagnose parasites - enterobiasis (also known as pinworm infection) ?,RETRIEVE_KNOWLEDGE
topic:Pulmonic stenosis,what are the symptoms of pulmonic stenosis ?,RETRIEVE_KNOWLEDGE
topic:Isaacs' Syndrome,what research (or clinical trials) is being done for isaacs' syndrome ?,RETRIEVE_KNOWLEDGE
topic:Bowel Incontinence,what is (are) bowel incontinence ?,RETRIEVE_KNOWLEDGE
topic:juvenile polyposis syndrome,is juvenile polyposis syndrome inherited ?,RETRIEVE_KNOWLEDGE
topic:Creatinine,what is (are) creatinine ?,RETRIEVE_KNOWLEDGE
topic:Troyer syndrome,what is (are) troyer syndrome ?,RETRIEVE_KNOWLEDGE
topic:What are the treatments for ad,what are the treatments for adult-onset leukoencephalopathy with axonal spheroids and pigmented glia ?,RETRIEVE_KNOWLEDGE
topic:Vesicoureteral Reflux,what are the treatments for vesicoureteral reflux ?,RETRIEVE_KNOWLEDGE
topic:Paraneoplastic Syndromes,what are the treatments for paraneoplastic syndromes ?,RETRIEVE_KNOWLEDGE
topic:celiac disease,what are the genetic changes related to celiac disease ?,RETRIEVE_KNOWLEDGE
topic:Glaucoma,who is at risk for glaucoma? ?,RETRIEVE_KNOWLEDGE
topic:proopiomelanocortin deficiency,how many people are affected by proopiomelanocortin deficiency ?,RETRIEVE_KNOWLEDGE
topic:Peutz-Jeghers syndrome,what are the symptoms of peutz-jeghers syndrome ?,RETRIEVE_KNOWLEDGE
topic:Adenoid cystic carcinoma,what causes adenoid cystic carcinoma ?,RETRIEVE_KNOWLEDGE
topic:Pendred syndrome,how many people are affected by pendred syndrome ?,RETRIEVE_KNOWLEDGE
topic:Adult Soft Tissue Sarcoma,what are the symptoms of adult soft tissue sarcoma ?,RETRIEVE_KNOWLEDGE
topic:21-hydroxylase deficiency,what causes 21-hydroxylase deficiency ?,RETRIEVE_KNOWLEDGE
topic:What is (are) Congenitally cor,what is (are) congenitally corrected transposition of the great arteries ?,RETRIEVE_KNOWLEDGE
topic:Age-related Macular Degeneration,what are the symptoms of age-related macular degeneration ?,RETRIEVE_KNOWLEDGE
topic:Hearing Loss,what are the symptoms of hearing loss ?,RETRIEVE_KNOWLEDGE
topic:Fatal familial insomnia,is fatal familial insomnia inherited ?,RETRIEVE_KNOWLEDGE
topic:Chronic hiccups,what is (are) chronic hiccups ?,RETRIEVE_KNOWLEDGE
topic:What is (are) Nutrition for Ad,what is (are) nutrition for advanced chronic kidney disease in adults ?,RETRIEVE_KNOWLEDGE
topic:Gilbert syndrome,what are the treatments for gilbert syndrome ?,RETRIEVE_KNOWLEDGE
topic:Baby Health Checkup,do you have information about baby health checkup,RETRIEVE_KNOWLEDGE
topic:Microcephaly deafness syndrome,what are the symptoms of microcephaly deafness syndrome ?,RETRIEVE_KNOWLEDGE
topic:Overview of Kidney Disease in Children,what are the treatments for overview of kidney disease in children ?,RETRIEVE_KNOWLEDGE
topic:Is familial acute myeloid leuk,is familial acute myeloid leukemia with mutated cebpa inherited ?,RETRIEVE_KNOWLEDGE
topic:Ataxia Telangiectasia,what is (are) ataxia telangiectasia ?,RETRIEVE_KNOWLEDGE
topic:dentinogenesis imperfecta,what are the genetic changes related to dentinogenesis imperfecta ?,RETRIEVE_KNOWLEDGE
topic:Orofaciodigital syndrome 1,what is (are) orofaciodigital syndrome 1 ?,RETRIEVE_KNOWLEDGE
topic:Childhood Craniopharyngioma,what are the treatments for childhood craniopharyngioma ?,RETRIEVE_KNOWLEDGE
topic:Salih myopathy,how many people are affected by salih myopathy ?,RETRIEVE_KNOWLEDGE
topic:atopic dermatitis,what are the genetic changes related to atopic dermatitis ?,RETRIEVE_KNOWLEDGE
topic:Paget disease of bone,how many people are affected by paget disease of bone ?,RETRIEVE_KNOWLEDGE
topic:what research (or clinical tri,what research (or clinical trials) is being done for national hormone and pituitary program (nhpp): information for people treated with pituitary human growth hormone (comprehensive report) ?,RETRIEVE_KNOWLEDGE
topic:Dentures,what is (are) dentures ?,RETRIEVE_KNOWLEDGE
topic:Chediak-Higashi syndrome,what is (are) chediak-higashi syndrome ?,RETRIEVE_KNOWLEDGE
topic:familial hypertrophic cardiomyopathy,is familial hypertrophic cardiomyopathy inherited ?,RETRIEVE_KNOWLEDGE
topic:Lipase deficiency combined,what are the symptoms of lipase deficiency combined ?,RETRIEVE_KNOWLEDGE
topic:Is hereditary myopathy with ea,is hereditary myopathy with early respiratory failure inherited ?,RETRIEVE_KNOWLEDGE
topic:Amish lethal microcephaly,what are the treatments for amish lethal microcephaly ?,RETRIEVE_KNOWLEDGE
topic:Congenital chloride diarrhea,what is (are) congenital chloride diarrhea ?,RETRIEVE_KNOWLEDGE
topic:Sweat,what is (are) sweat ?,RETRIEVE_KNOWLEDGE
topic:What is (are) methylmalonic ac,what is (are) methylmalonic acidemia with homocystinuria ?,RETRIEVE_KNOWLEDGE
topic:Greenberg dysplasia,what are the treatments for greenberg dysplasia ?,RETRIEVE_KNOWLEDGE
topic:Transient neonatal diabetes mellitus,what are the symptoms of transient neonatal diabetes mellitus ?,RETRIEVE_KNOWLEDGE
topic:Essential Thrombocythemia,what are the treatments for essential thrombocythemia ?,RETRIEVE_KNOWLEDGE
topic:Bile Duct Cancer (Cholangiocarcinoma),what are the treatments for bile duct cancer (cholangiocarcinoma) ?,RETRIEVE_KNOWLEDGE
topic:Refsum Disease,what are the treatments for refsum disease ?,RETRIEVE_KNOWLEDGE
topic:Mainzer-Saldino syndrome,what is (are) mainzer-saldino syndrome ?,RETRIEVE_KNOWLEDGE
topic:Heart Attack,who is at risk for heart attack? ?,RETRIEVE_KNOWLEDGE
topic:Bardet-Biedl syndrome,is bardet-biedl syndrome inherited ?,RETRIEVE_KNOWLEDGE
topic:Miller Fisher Syndrome,what is (are) miller fisher syndrome ?,RETRIEVE_KNOWLEDGE
topic:What causes Ehlers-Danlos synd,"what causes ehlers-danlos syndrome, dermatosparaxis type ?",RETRIEVE_KNOWLEDGE
topic:Rett Syndrome,what is the outlook for rett syndrome ?,RETRIEVE_KNOWLEDGE
topic:What are the symptoms of Intel,what are the symptoms of intellectual deficit - short stature - hypertelorism ?,RETRIEVE_KNOWLEDGE
topic:nonsyndromic hearing loss,what are the genetic changes related to nonsyndromic hearing loss ?,RETRIEVE_KNOWLEDGE
topic:What are the treatments for al,what are the treatments for alveolar capillary dysplasia with misalignment of pulmonary veins ?,RETRIEVE_KNOWLEDGE
topic:Lymphoma,what is (are) lymphoma ?,RETRIEVE_KNOWLEDGE
topic:Anemia,what is (are) anemia ?,RETRIEVE_KNOWLEDGE
topic:congenital contractural arachnodactyly,is congenital contractural arachnodactyly inherited ?,RETRIEVE_KNOWLEDGE
topic:Spastic paraplegia 19,what are the symptoms of spastic paraplegia 19 ?,RETRIEVE_KNOWLEDGE
topic:Dihydropteridine reductase deficiency,what are the symptoms of dihydropteridine reductase deficiency ?,RETRIEVE_KNOWLEDGE
topic:Medulloblastoma,what are the symptoms of medulloblastoma ?,RETRIEVE_KNOWLEDGE
topic:Congenital disorders of glycosylation,what are the symptoms of congenital disorders of glycosylation ?,RETRIEVE_KNOWLEDGE
topic:Machado-Joseph Disease,what research (or clinical trials) is being done for machado-joseph disease ?,RETRIEVE_KNOWLEDGE
topic:Urachal cyst,what are the symptoms of urachal cyst ?,RETRIEVE_KNOWLEDGE
topic:Chandler's syndrome,is chandler's syndrome inherited ?,RETRIEVE_KNOWLEDGE
topic:Tranebjaerg Svejgaard syndrome,what is (are) tranebjaerg svejgaard syndrome ?,RETRIEVE_KNOWLEDGE
topic:Primary Hyperparathyroidism,how to diagnose primary hyperparathyroidism ?,RETRIEVE_KNOWLEDGE
topic:warfarin resistance,what is (are) warfarin resistance ?,RETRIEVE_KNOWLEDGE
topic:malonyl-CoA decarboxylase deficiency,what is (are) malonyl-coa decarboxylase deficiency ?,RETRIEVE_KNOWLEDGE
topic:What is (are) Prostate Enlarge,what is (are) prostate enlargement: benign prostatic hyperplasia ?,RETRIEVE_KNOWLEDGE
topic:Legius syndrome,how many people are affected by legius syndrome ?,RETRIEVE_KNOWLEDGE
topic:Mosaic trisomy 14,what are the treatments for mosaic trisomy 14 ?,RETRIEVE_KNOWLEDGE
"topic:Cardiac valvular dysplasia, X-linked","what are the symptoms of cardiac valvular dysplasia, x-linked ?",RETRIEVE_KNOWLEDGE
topic:Medicare and Continuing Care,what is (are) medicare and continuing care ?,RETRIEVE_KNOWLEDGE
topic:What are the genetic changes r,"what are the genetic changes related to distal hereditary motor neuropathy, type ii ?",RETRIEVE_KNOWLEDGE
topic:Pyruvate dehydrogenase deficiency,how to diagnose pyruvate dehydrogenase deficiency ?,RETRIEVE_KNOWLEDGE
topic:What are the symptoms of Alpha,what are the symptoms of alpha-ketoglutarate dehydrogenase deficiency ?,RETRIEVE_KNOWLEDGE
"topic:What is (are) short stature, h","what is (are) short stature, hyperextensibility, hernia, ocular depression, rieger anomaly, and teething delay ?",RETRIEVE_KNOWLEDGE
topic:vitelliform macular dystrophy,what are the genetic changes related to vitelliform macular dystrophy ?,RETRIEVE_KNOWLEDGE
topic:Pompe disease,how many people are affected by pompe disease ?,RETRIEVE_KNOWLEDGE
topic:Smoking and the Digestive System,what is (are) smoking and the digestive system ?,RETRIEVE_KNOWLEDGE
topic:Carney triad,what are the symptoms of carney triad ?,RETRIEVE_KNOWLEDGE
topic:Nelson syndrome,what are the symptoms of nelson syndrome ?,RETRIEVE_KNOWLEDGE
topic:What is (are) familial thoraci,what is (are) familial thoracic aortic aneurysm and dissection ?,RETRIEVE_KNOWLEDGE
topic:Kuster Majewski Hammerstein syndrome,what are the symptoms of kuster majewski hammerstein syndrome ?,RETRIEVE_KNOWLEDGE
topic:Medullary cystic kidney disease,is medullary cystic kidney disease inherited ?,RETRIEVE_KNOWLEDGE
topic:Tetra-amelia syndrome,what is (are) tetra-amelia syndrome ?,RETRIEVE_KNOWLEDGE
topic:Hydromyelia,what research (or clinical trials) is being done for hydromyelia ?,RETRIEVE_KNOWLEDGE
topic:What is (are) Ovarian sex cord,what is (are) ovarian sex cord tumor with annular tubules ?,RETRIEVE_KNOWLEDGE
topic:Internet Safety,do you have information about internet safety,RETRIEVE_KNOWLEDGE
topic:Crohn disease,what are the treatments for crohn disease ?,RETRIEVE_KNOWLEDGE
topic:Acoustic Neuroma,what is (are) acoustic neuroma ?,RETRIEVE_KNOWLEDGE
topic:Schilder's Disease,what research (or clinical trials) is being done for schilder's disease ?,RETRIEVE_KNOWLEDGE
topic:Sore Throat,what is (are) sore throat ?,RETRIEVE_KNOWLEDGE
topic:Pseudopelade of Brocq,what are the treatments for pseudopelade of brocq ?,RETRIEVE_KNOWLEDGE
topic:triple X syndrome,is triple x syndrome inherited ?,RETRIEVE_KNOWLEDGE
topic:Nutritional Support,do you have information about nutritional support,RETRIEVE_KNOWLEDGE
topic:Essential tremor,what causes essential tremor ?,RETRIEVE_KNOWLEDGE
topic:Gerstmann-Straussler-Scheinker disease,how to diagnose gerstmann-straussler-scheinker disease ?,RETRIEVE_KNOWLEDGE
topic:Fibrodysplasia ossificans progressiva,what are the treatments for fibrodysplasia ossificans progressiva ?,RETRIEVE_KNOWLEDGE
topic:Jejunal atresia,how to diagnose jejunal atresia ?,RETRIEVE_KNOWLEDGE
topic:Smith-Magenis syndrome,how many people are affected by smith-magenis syndrome ?,RETRIEVE_KNOWLEDGE
topic:Tinnitus,what is (are) tinnitus ?,RETRIEVE_KNOWLEDGE
topic:Oculo skeletal renal syndrome,what are the symptoms of oculo skeletal renal syndrome ?,RETRIEVE_KNOWLEDGE
topic:Common variable immunodeficiency,what are the symptoms of common variable immunodeficiency ?,RETRIEVE_KNOWLEDGE
topic:Is familial male-limited preco,is familial male-limited precocious puberty inherited ?,RETRIEVE_KNOWLEDGE
topic:Kallmann syndrome,is kallmann syndrome inherited ?,RETRIEVE_KNOWLEDGE
topic:Deep Vein Thrombosis,what is (are) deep vein thrombosis ?,RETRIEVE_KNOWLEDGE
topic:Multifocal Motor Neuropathy,what is (are) multifocal motor neuropathy ?,RETRIEVE_KNOWLEDGE
topic:What is (are) Naegeli-Francesc,what is (are) naegeli-franceschetti-jadassohn syndrome/dermatopathia pigmentosa reticularis ?,RETRIEVE_KNOWLEDGE
